toplevel,item,article,block
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e162,ta-l4d26q2-d1e195
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e162,ta-l4d26q2-d1e170
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e162,ta-l4d26q2-d1e173
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e162,ta-l4d26q2-d1e176
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e162,ta-l4d26q2-d1e180
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e162,ta-l4d26q2-d1e198
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e162,ta-l4d26q2-d1e201
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e162,ta-l4d26q2-d1e205
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e162,ta-l4d26q2-d1e208
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e162,ta-l4d26q2-d1e211
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e162,ta-l4d26q2-d1e217
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e162,ta-l4d26q2-Qd1e191
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e162,ta-l4d26q2-Qd1e182
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e162,ta-l4d26q2-Qd1e213
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e100,ta-l4d26q2-d1e105
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e109,ta-l4d26q2-d1e117
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e109,ta-l4d26q2-d1e120
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e109,ta-l4d26q2-d1e123
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e109,ta-l4d26q2-d1e127
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e109,ta-l4d26q2-d1e130
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e109,ta-l4d26q2-d1e133
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e109,ta-l4d26q2-d1e139
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e109,ta-l4d26q2-d1e142
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e109,ta-l4d26q2-d1e145
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e109,ta-l4d26q2-d1e149
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e109,ta-l4d26q2-d1e152
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e109,ta-l4d26q2-d1e155
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e109,ta-l4d26q2-d1e158
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e109,ta-l4d26q2-Qd1e135
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e221,ta-l4d26q2-d1e229
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e221,ta-l4d26q2-d1e232
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e221,ta-l4d26q2-d1e235
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e221,ta-l4d26q2-d1e239
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e221,ta-l4d26q2-d1e242
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e221,ta-l4d26q2-d1e245
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e221,ta-l4d26q2-d1e248
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e221,ta-l4d26q2-d1e251
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e221,ta-l4d26q2-d1e254
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e221,ta-l4d26q2-d1e258
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e221,ta-l4d26q2-d1e261
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e221,ta-l4d26q2-Qd1e263
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e269,ta-l4d26q2-d1e277
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e269,ta-l4d26q2-d1e283
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e269,ta-l4d26q2-d1e286
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e269,ta-l4d26q2-d1e290
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e269,ta-l4d26q2-d1e296
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e269,ta-l4d26q2-d1e299
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e269,ta-l4d26q2-d1e302
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e269,ta-l4d26q2-d1e305
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e269,ta-l4d26q2-d1e308
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e269,ta-l4d26q2-d1e312
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e269,ta-l4d26q2-d1e315
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e269,ta-l4d26q2-Qd1e279
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e269,ta-l4d26q2-Qd1e292
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e319,ta-l4d26q2-d1e324
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e319,ta-l4d26q2-Qd1e325
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e319,ta-l4d26q2-Qd1e328
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e319,ta-l4d26q2-Qd1e331
aquinasscriptum,ta-l4d26q2,ta-l4d26q2-Dd1e319,ta-l4d26q2-Qd1e334
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e413
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e468
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e394
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e410
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e419
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e459
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e490
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e385
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e401
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e361
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e364
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e367
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e376
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e382
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e422
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e432
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e435
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e438
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e447
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e450
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e453
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e493
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-d1e499
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Dd1e405
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Qd1e415
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Dd1e463
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Dd1e371
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Dd1e356
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Dd1e427
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Dd1e442
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Qd1e479
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Qd1e470
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Qd1e473
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Qd1e476
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Qd1e482
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Qd1e486
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Qd1e396
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Qd1e387
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Qd1e390
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Qd1e378
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Qd1e455
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e348,ta-l4d22q2-Qd1e495
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e100,ta-l4d22q2-d1e105
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e122
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e125
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e128
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e131
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e140
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e143
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e146
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e149
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e153
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e162
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e165
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e168
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e171
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e175
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e185
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e188
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e191
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e194
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e203
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e206
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e209
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e212
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e221
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e227
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e230
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-d1e233
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-Dd1e117
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-Dd1e135
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-Dd1e157
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-Dd1e180
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-Dd1e198
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-Dd1e216
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e109,ta-l4d22q2-Qd1e223
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e251
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e254
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e257
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e260
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e264
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e273
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e276
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e279
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e288
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e291
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e294
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e304
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e307
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e310
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e313
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e322
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e325
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e328
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e331
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e340
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-d1e343
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-Dd1e246
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-Dd1e268
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-Dd1e283
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-Dd1e299
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-Dd1e317
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e238,ta-l4d22q2-Dd1e335
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e505,ta-l4d22q2-d1e510
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e505,ta-l4d22q2-Qd1e511
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e505,ta-l4d22q2-Qd1e514
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e505,ta-l4d22q2-Qd1e517
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e505,ta-l4d22q2-Qd1e520
aquinasscriptum,ta-l4d22q2,ta-l4d22q2-Dd1e505,ta-l4d22q2-Qd1e523
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e320
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e358
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e306
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e302
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e317
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e293
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e345
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e299
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e326
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e329
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e332
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e336
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e339
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e342
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e351
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-d1e354
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-Qd1e313
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e285,ta-l3d16q1-Rd1e308
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-d1e263
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-d1e275
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-d1e204
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-d1e245
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-d1e234
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-d1e215
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-d1e231
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-d1e218
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-d1e228
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-d1e253
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-d1e256
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-d1e269
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-d1e272
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-d1e281
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-Qd1e211
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-Rd1e206
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-Rd1e247
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-Qd1e241
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-Rd1e236
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-Qd1e220
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-Qd1e223
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e196,ta-l3d16q1-Qd1e258
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-d1e129
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-d1e140
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-d1e192
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-d1e151
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-d1e170
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-d1e155
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-d1e158
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-d1e161
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-d1e164
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-d1e167
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-d1e180
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-d1e183
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-d1e186
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-d1e189
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-Qd1e136
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-Rd1e131
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-Qd1e147
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-Rd1e142
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e121,ta-l3d16q1-Qd1e175
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e100,ta-l3d16q1-d1e105
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e100,ta-l3d16q1-Qd1e110
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e100,ta-l3d16q1-Qd1e113
aquinasscriptum,ta-l3d16q1,ta-l3d16q1-Dd1e100,ta-l3d16q1-Qd1e116
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3637,ta-l1d17q1-d1e3645
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3637,ta-l1d17q1-d1e3654
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3637,ta-l1d17q1-d1e3657
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3637,ta-l1d17q1-d1e3661
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3637,ta-l1d17q1-d1e3664
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3637,ta-l1d17q1-d1e3670
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3637,ta-l1d17q1-d1e3673
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3637,ta-l1d17q1-d1e3676
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3637,ta-l1d17q1-d1e3679
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3637,ta-l1d17q1-d1e3683
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3637,ta-l1d17q1-Qd1e3647
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3637,ta-l1d17q1-Qd1e3650
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3637,ta-l1d17q1-Qd1e3666
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3493,ta-l1d17q1-d1e3498
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3493,ta-l1d17q1-Qd1e3500
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3493,ta-l1d17q1-Qd1e3503
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3493,ta-l1d17q1-Qd1e3506
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3493,ta-l1d17q1-Qd1e3509
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3493,ta-l1d17q1-Qd1e3512
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3493,ta-l1d17q1-Qd1e3516
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3529
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3535
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3538
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3542
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3545
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3548
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3551
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3554
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3557
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3561
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3564
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3567
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3570
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3573
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3576
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3580
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3583
aquinasscriptum,ta-l1d17q1,ta-l1d17q1-Dd1e3521,ta-l1d17q1-d1e3586
