toplevel,item,article,block
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-d1e586
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-d1e589
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-d1e592
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-d1e596
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-d1e599
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-d1e602
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-d1e605
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-d1e611
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-d1e614
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-d1e618
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-d1e621
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-d1e624
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-d1e627
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-d1e630
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-d1e633
aquinasscriptum,ta-l3d23q1,ta-l3d23q1-Dd1e578,ta-l3d23q1-Qd1e607
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e103,ta-l3d27q1-d1e108
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e103,ta-l3d27q1-Qd1e113
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e103,ta-l3d27q1-Qd1e116
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e103,ta-l3d27q1-Qd1e119
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e103,ta-l3d27q1-Qd1e122
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e103,ta-l3d27q1-Qd1e126
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e103,ta-l3d27q1-Qd1e129
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e103,ta-l3d27q1-Qd1e132
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e103,ta-l3d27q1-Qd1e135
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e103,ta-l3d27q1-Qd1e138
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e103,ta-l3d27q1-Qd1e141
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e103,ta-l3d27q1-Qd1e145
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e158
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e176
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e179
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e183
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e189
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e192
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e195
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e198
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e201
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e205
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e214
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e217
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e220
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e226
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e229
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e236
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e239
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e242
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-d1e245
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-Qd1e160
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-Qd1e163
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-Qd1e166
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-Qd1e169
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-Qd1e172
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-Qd1e185
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-Qd1e207
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-Qd1e210
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-Qd1e222
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e150,ta-l3d27q1-Qd1e231
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-d1e257
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-d1e260
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-d1e269
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-d1e273
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-d1e276
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-d1e279
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-d1e282
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-d1e285
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-d1e288
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-d1e292
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-d1e295
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-d1e298
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-d1e301
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-d1e310
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-d1e313
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-Qd1e262
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-Qd1e265
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-Qd1e303
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e249,ta-l3d27q1-Qd1e306
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-d1e326
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-d1e329
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-d1e332
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-d1e336
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-d1e339
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-d1e342
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-d1e345
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-d1e348
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-d1e351
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-d1e358
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-d1e361
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-d1e364
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-d1e367
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-d1e370
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-d1e373
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e318,ta-l3d27q1-Qd1e353
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e385
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e388
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e391
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e395
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e398
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e401
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e404
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e410
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e416
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e420
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e429
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e432
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e435
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e438
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e441
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e445
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e448
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e451
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e454
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e457
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e460
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e464
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e467
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e470
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e473
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-d1e476
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-Qd1e406
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-Qd1e412
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-Qd1e422
aquinasscriptum,ta-l3d27q1,ta-l3d27q1-Dd1e377,ta-l3d27q1-Qd1e425
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e103,ta-l3d27q3-d1e108
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e103,ta-l3d27q3-Qd1e110
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-d1e123
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-d1e126
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-d1e129
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-d1e133
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-d1e142
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-d1e145
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-d1e151
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-d1e154
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-d1e157
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-d1e161
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-d1e164
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-d1e167
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-d1e170
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-d1e173
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-Qd1e135
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-Qd1e138
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e115,ta-l3d27q3-Qd1e147
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e177,ta-l3d27q3-d1e185
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e177,ta-l3d27q3-d1e188
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e177,ta-l3d27q3-d1e191
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e177,ta-l3d27q3-d1e195
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e177,ta-l3d27q3-d1e204
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e177,ta-l3d27q3-Qd1e197
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e177,ta-l3d27q3-Qd1e200
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e209,ta-l3d27q3-d1e217
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e209,ta-l3d27q3-d1e220
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e209,ta-l3d27q3-d1e226
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e209,ta-l3d27q3-d1e230
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e209,ta-l3d27q3-d1e233
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e209,ta-l3d27q3-d1e239
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e209,ta-l3d27q3-d1e242
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e209,ta-l3d27q3-d1e245
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e209,ta-l3d27q3-d1e248
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e209,ta-l3d27q3-d1e252
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e209,ta-l3d27q3-d1e255
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e209,ta-l3d27q3-Qd1e222
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e209,ta-l3d27q3-Qd1e235
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e259,ta-l3d27q3-d1e267
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e259,ta-l3d27q3-d1e273
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e259,ta-l3d27q3-d1e276
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e259,ta-l3d27q3-d1e280
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e259,ta-l3d27q3-d1e283
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e259,ta-l3d27q3-d1e286
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e259,ta-l3d27q3-d1e289
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e259,ta-l3d27q3-d1e292
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e259,ta-l3d27q3-d1e295
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e259,ta-l3d27q3-d1e299
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e259,ta-l3d27q3-Qd1e269
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e303,ta-l3d27q3-d1e308
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e303,ta-l3d27q3-Qd1e309
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e303,ta-l3d27q3-Qd1e312
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e303,ta-l3d27q3-Qd1e315
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e303,ta-l3d27q3-Qd1e318
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e303,ta-l3d27q3-Qd1e321
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e303,ta-l3d27q3-Qd1e324
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e303,ta-l3d27q3-Qd1e328
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e303,ta-l3d27q3-Qd1e331
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e303,ta-l3d27q3-Qd1e334
aquinasscriptum,ta-l3d27q3,ta-l3d27q3-Dd1e303,ta-l3d27q3-Qd1e337
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e100,ta-l3d29q1-d1e105
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e100,ta-l3d29q1-Qd1e110
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e100,ta-l3d29q1-Qd1e113
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e100,ta-l3d29q1-Qd1e116
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e100,ta-l3d29q1-Qd1e119
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e100,ta-l3d29q1-Qd1e123
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e100,ta-l3d29q1-Qd1e126
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e100,ta-l3d29q1-Qd1e129
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e100,ta-l3d29q1-Qd1e132
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e100,ta-l3d29q1-Qd1e135
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e140,ta-l3d29q1-d1e148
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e140,ta-l3d29q1-d1e151
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e140,ta-l3d29q1-d1e154
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e140,ta-l3d29q1-d1e158
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e140,ta-l3d29q1-d1e161
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e140,ta-l3d29q1-d1e164
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e140,ta-l3d29q1-d1e167
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e140,ta-l3d29q1-d1e170
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e140,ta-l3d29q1-d1e173
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e140,ta-l3d29q1-d1e177
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e140,ta-l3d29q1-d1e180
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e140,ta-l3d29q1-d1e183
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e140,ta-l3d29q1-d1e186
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e140,ta-l3d29q1-d1e189
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e193,ta-l3d29q1-d1e201
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e193,ta-l3d29q1-d1e204
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e193,ta-l3d29q1-d1e207
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e193,ta-l3d29q1-d1e211
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e193,ta-l3d29q1-d1e214
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e193,ta-l3d29q1-d1e217
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e193,ta-l3d29q1-d1e220
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e193,ta-l3d29q1-d1e223
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e193,ta-l3d29q1-d1e226
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e193,ta-l3d29q1-d1e230
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e193,ta-l3d29q1-d1e233
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e193,ta-l3d29q1-d1e236
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e193,ta-l3d29q1-d1e239
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e193,ta-l3d29q1-d1e242
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-d1e254
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-d1e257
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-d1e260
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-d1e264
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-d1e270
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-d1e273
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-d1e276
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-d1e279
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-d1e282
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-d1e286
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-d1e292
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-d1e295
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-d1e298
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-d1e301
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-Qd1e266
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e246,ta-l3d29q1-Qd1e288
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e306,ta-l3d29q1-d1e314
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e306,ta-l3d29q1-d1e317
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e306,ta-l3d29q1-d1e323
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e306,ta-l3d29q1-d1e327
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e306,ta-l3d29q1-d1e330
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e306,ta-l3d29q1-d1e333
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e306,ta-l3d29q1-d1e336
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e306,ta-l3d29q1-d1e339
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e306,ta-l3d29q1-d1e342
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e306,ta-l3d29q1-d1e346
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e306,ta-l3d29q1-d1e349
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e306,ta-l3d29q1-d1e352
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e306,ta-l3d29q1-d1e355
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e306,ta-l3d29q1-d1e358
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e306,ta-l3d29q1-Qd1e319
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e370
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e373
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e376
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e380
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e386
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e389
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e392
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e395
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e398
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e402
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e405
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e408
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e411
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e414
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e417
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-d1e421
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e362,ta-l3d29q1-Qd1e382
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e425,ta-l3d29q1-d1e433
aquinasscriptum,ta-l3d29q1,ta-l3d29q1-Dd1e425,ta-l3d29q1-d1e436
